,match,team,batting_Pos,batsman,out/not out,run,ball,m,fours,sixes,strike_rate,match_id
474,Afghanistan Vs England,England,1,Jos Buttler (c)†,out,18,18,25,3,0,100,T20I # 1840
475,Afghanistan Vs England,England,2,Alex Hales,out,19,20,41,0,1,95,T20I # 1840
476,Afghanistan Vs England,England,3,Dawid Malan,out,18,30,40,0,0,60,T20I # 1840
477,Afghanistan Vs England,England,4,Ben Stokes,out,2,4,11,0,0,50,T20I # 1840
478,Afghanistan Vs England,England,5,Liam Livingstone,not out,29,21,34,3,0,138.09,T20I # 1840
479,Afghanistan Vs England,England,6,Harry Brook,out,7,6,9,0,0,116.66,T20I # 1840
480,Afghanistan Vs England,England,7,Moeen Ali,not out,8,10,13,0,0,80,T20I # 1840
481,New Zealand Vs Australia,New Zealand,1,Finn Allen,out,42,16,24,5,3,262.5,T20I # 1839
482,New Zealand Vs Australia,New Zealand,2,Devon Conway †,not out,92,58,106,7,2,158.62,T20I # 1839
483,New Zealand Vs Australia,New Zealand,3,Kane Williamson (c),out,23,23,48,1,1,100,T20I # 1839
484,New Zealand Vs Australia,New Zealand,4,Glenn Phillips,out,12,10,16,2,0,120,T20I # 1839
485,New Zealand Vs Australia,New Zealand,5,James Neesham,not out,26,13,19,0,2,200,T20I # 1839
486,New Zealand Vs Australia,Australia,1,David Warner,out,5,6,7,1,0,83.33,T20I # 1839
487,New Zealand Vs Australia,Australia,2,Aaron Finch (c),out,13,11,20,1,1,118.18,T20I # 1839
488,New Zealand Vs Australia,Australia,3,Mitchell Marsh,out,16,12,17,2,1,133.33,T20I # 1839
489,New Zealand Vs Australia,Australia,4,Glenn Maxwell,out,28,20,47,3,1,140,T20I # 1839
490,New Zealand Vs Australia,Australia,5,Marcus Stoinis,out,7,14,16,0,0,50,T20I # 1839
491,New Zealand Vs Australia,Australia,6,Tim David,out,11,8,12,0,1,137.5,T20I # 1839
492,New Zealand Vs Australia,Australia,7,Matthew Wade †,out,2,4,10,0,0,50,T20I # 1839
493,New Zealand Vs Australia,Australia,8,Pat Cummins,out,21,18,27,2,1,116.66,T20I # 1839
494,New Zealand Vs Australia,Australia,9,Mitchell Starc,out,4,7,13,0,0,57.14,T20I # 1839
495,New Zealand Vs Australia,Australia,10,Adam Zampa,out,0,2,3,0,0,0,T20I # 1839
496,New Zealand Vs Australia,Australia,11,Josh Hazlewood,not out,1,1,6,0,0,100,T20I # 1839
497,Scotland Vs Zimbabwe,Scotland,1,George Munsey,out,54,51,74,7,0,105.88,T20I # 1838
498,Scotland Vs Zimbabwe,Scotland,2,Michael Jones,out,4,5,6,1,0,80,T20I # 1838
499,Scotland Vs Zimbabwe,Scotland,3,Matthew Cross †,out,1,7,15,0,0,14.28,T20I # 1838
500,Scotland Vs Zimbabwe,Scotland,4,Richie Berrington (c),out,13,15,24,0,0,86.66,T20I # 1838
501,Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,out,25,26,46,1,0,96.15,T20I # 1838
502,Scotland Vs Zimbabwe,Scotland,6,Michael Leask,out,12,9,11,2,0,133.33,T20I # 1838
503,Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,not out,3,7,10,0,0,42.85,T20I # 1838
504,Scotland Vs Zimbabwe,Scotland,8,Josh Davey,not out,4,3,3,0,0,133.33,T20I # 1838
505,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva †,out,4,3,3,1,0,133.33,T20I # 1838
506,Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine (c),out,58,54,79,6,0,107.4,T20I # 1838
507,Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere,out,0,5,8,0,0,0,T20I # 1838
508,Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,out,7,12,28,0,0,58.33,T20I # 1838
509,Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,out,40,23,34,3,2,173.91,T20I # 1838
510,Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,not out,11,11,16,0,0,100,T20I # 1838
511,Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,not out,9,5,7,1,0,180,T20I # 1838
512,West Indies Vs Ireland,West Indies,1,Kyle Mayers,out,1,5,12,0,0,20,T20I # 1837
513,West Indies Vs Ireland,West Indies,2,Johnson Charles,out,24,18,22,3,1,133.33,T20I # 1837
514,West Indies Vs Ireland,West Indies,3,Evin Lewis,out,13,18,42,0,0,72.22,T20I # 1837
515,West Indies Vs Ireland,West Indies,4,Brandon King,not out,62,48,80,6,1,129.16,T20I # 1837
516,West Indies Vs Ireland,West Indies,5,Nicholas Pooran (c)†,out,13,11,16,0,1,118.18,T20I # 1837
517,West Indies Vs Ireland,West Indies,6,Rovman Powell,out,6,8,12,1,0,75,T20I # 1837
518,West Indies Vs Ireland,West Indies,7,Odean Smith,not out,19,12,18,1,2,158.33,T20I # 1837
519,West Indies Vs Ireland,Ireland,1,Paul Stirling,not out,66,48,79,6,2,137.5,T20I # 1837
520,West Indies Vs Ireland,Ireland,2,Andy Balbirnie (c),out,37,23,34,3,3,160.86,T20I # 1837
521,West Indies Vs Ireland,Ireland,3,Lorcan Tucker †,not out,45,35,46,2,2,128.57,T20I # 1837
522,United Arab Emirates Vs Namibia,United Arab Emirates,1,Muhammad Waseem,out,50,41,66,1,3,121.95,T20I # 1836
523,United Arab Emirates Vs Namibia,United Arab Emirates,2,Vriitya Aravind †,out,21,32,34,2,0,65.62,T20I # 1836
524,United Arab Emirates Vs Namibia,United Arab Emirates,3,Chundangapoyil Rizwan (c),not out,43,29,55,3,1,148.27,T20I # 1836
525,United Arab Emirates Vs Namibia,United Arab Emirates,4,Alishan Sharafu,out,4,4,10,0,0,100,T20I # 1836
526,United Arab Emirates Vs Namibia,United Arab Emirates,5,Basil Hameed,not out,25,14,13,2,2,178.57,T20I # 1836
527,United Arab Emirates Vs Namibia,Namibia,1,Michael van Lingen,out,10,8,14,1,0,125,T20I # 1836
528,United Arab Emirates Vs Namibia,Namibia,2,Stephan Baard,out,4,6,9,1,0,66.66,T20I # 1836
529,United Arab Emirates Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,out,1,6,17,0,0,16.66,T20I # 1836
530,United Arab Emirates Vs Namibia,Namibia,4,Gerhard Erasmus (c),out,16,18,23,2,0,88.88,T20I # 1836
531,United Arab Emirates Vs Namibia,Namibia,5,Jan Frylinck,out,14,17,33,1,0,82.35,T20I # 1836
532,United Arab Emirates Vs Namibia,Namibia,6,JJ Smit,out,3,3,3,0,0,100,T20I # 1836
533,United Arab Emirates Vs Namibia,Namibia,7,David Wiese,out,55,36,65,3,3,152.77,T20I # 1836
534,United Arab Emirates Vs Namibia,Namibia,8,Zane Green †,out,2,3,3,0,0,66.66,T20I # 1836
535,United Arab Emirates Vs Namibia,Namibia,9,Ruben Trumpelmann,not out,25,24,43,1,1,104.16,T20I # 1836
536,United Arab Emirates Vs Namibia,Namibia,10,Bernard Scholtz,not out,1,1,-,0,0,100,T20I # 1836
537,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,out,14,21,25,0,1,66.66,T20I # 1835
538,Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis †,out,79,44,94,5,5,179.54,T20I # 1835
539,Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,out,0,1,2,0,0,0,T20I # 1835
540,Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,out,31,30,38,3,0,103.33,T20I # 1835
541,Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,out,19,13,18,2,0,146.15,T20I # 1835
542,Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka (c),out,8,5,9,0,1,160,T20I # 1835
543,Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga,not out,5,4,8,0,0,125,T20I # 1835
544,Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,not out,2,2,4,0,0,100,T20I # 1835
545,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,not out,71,53,99,6,3,133.96,T20I # 1835
546,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,out,7,14,18,0,0,50,T20I # 1835
547,Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,out,14,10,12,1,1,140,T20I # 1835
548,Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,out,0,1,4,0,0,0,T20I # 1835
549,Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,out,16,19,23,2,0,84.21,T20I # 1835
550,Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards (c)†,out,21,15,16,3,0,140,T20I # 1835
551,Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,out,2,4,8,0,0,50,T20I # 1835
552,Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten,out,0,1,2,0,0,0,T20I # 1835
553,Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen,out,3,3,5,0,0,100,T20I # 1835
554,Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,out,0,0,4,0,0,-,T20I # 1835
555,Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,not out,0,1,14,0,0,0,T20I # 1835
556,West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,out,13,12,17,2,0,108.33,T20I # 1834
557,West Indies Vs Zimbabwe,West Indies,2,Johnson Charles,out,45,36,60,3,2,125,T20I # 1834
558,West Indies Vs Zimbabwe,West Indies,3,Evin Lewis,out,15,18,28,1,0,83.33,T20I # 1834
559,West Indies Vs Zimbabwe,West Indies,4,Nicholas Pooran (c)†,out,7,9,10,0,0,77.77,T20I # 1834
560,West Indies Vs Zimbabwe,West Indies,5,Rovman Powell,out,28,21,40,1,2,133.33,T20I # 1834
561,West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks,out,0,3,5,0,0,0,T20I # 1834
562,West Indies Vs Zimbabwe,West Indies,7,Jason Holder,out,4,3,3,0,0,133.33,T20I # 1834
563,West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein,not out,23,18,31,2,0,127.77,T20I # 1834
564,West Indies Vs Zimbabwe,West Indies,9,Odean Smith,not out,1,2,2,0,0,50,T20I # 1834
565,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,out,27,19,37,3,1,142.1,T20I # 1834
566,West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva (c)†,out,13,9,14,3,0,144.44,T20I # 1834
567,West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga,out,2,6,12,0,0,33.33,T20I # 1834
568,West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams,out,1,2,4,0,0,50,T20I # 1834
569,West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,out,14,8,12,1,1,175,T20I # 1834
570,West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba,out,2,9,20,0,0,22.22,T20I # 1834
571,West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl,out,17,19,30,3,0,89.47,T20I # 1834
572,West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,out,29,22,31,3,1,131.81,T20I # 1834
573,West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,out,2,6,11,0,0,33.33,T20I # 1834
574,West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,out,3,8,12,0,0,37.5,T20I # 1834
575,West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,not out,1,4,4,0,0,25,T20I # 1834
576,Scotland Vs Ireland,Scotland,1,George Munsey,out,1,2,9,0,0,50,T20I # 1833
577,Scotland Vs Ireland,Scotland,2,Michael Jones,out,86,55,95,6,4,156.36,T20I # 1833
578,Scotland Vs Ireland,Scotland,3,Matthew Cross †,out,28,21,33,5,0,133.33,T20I # 1833
579,Scotland Vs Ireland,Scotland,4,Richie Berrington (c),out,37,27,39,3,1,137.03,T20I # 1833
580,Scotland Vs Ireland,Scotland,5,Michael Leask,not out,17,13,19,2,0,130.76,T20I # 1833
581,Scotland Vs Ireland,Scotland,6,Calum MacLeod,out,0,3,6,0,0,0,T20I # 1833
582,Scotland Vs Ireland,Ireland,1,Paul Stirling,out,8,10,22,1,0,80,T20I # 1833
583,Scotland Vs Ireland,Ireland,2,Andy Balbirnie (c),out,14,12,15,2,0,116.66,T20I # 1833
584,Scotland Vs Ireland,Ireland,3,Lorcan Tucker †,out,20,17,28,2,0,117.64,T20I # 1833
585,Scotland Vs Ireland,Ireland,4,Harry Tector,out,14,16,23,1,0,87.5,T20I # 1833
586,Scotland Vs Ireland,Ireland,5,Curtis Campher,not out,72,32,48,7,2,225,T20I # 1833
587,Scotland Vs Ireland,Ireland,6,George Dockrell,not out,39,27,42,4,1,144.44,T20I # 1833
588,Sri Lanka Vs United Arab Emirates,Sri Lanka,1,Pathum Nissanka,out,74,60,105,6,2,123.33,T20I # 1832
589,Sri Lanka Vs United Arab Emirates,Sri Lanka,2,Kusal Mendis †,out,18,13,24,2,0,138.46,T20I # 1832
590,Sri Lanka Vs United Arab Emirates,Sri Lanka,3,Dhananjaya de Silva,out,33,21,30,3,1,157.14,T20I # 1832
591,Sri Lanka Vs United Arab Emirates,Sri Lanka,4,Bhanuka Rajapaksa,out,5,8,19,0,0,62.5,T20I # 1832
592,Sri Lanka Vs United Arab Emirates,Sri Lanka,5,Charith Asalanka,out,0,1,2,0,0,0,T20I # 1832
593,Sri Lanka Vs United Arab Emirates,Sri Lanka,6,Dasun Shanaka (c),out,0,1,2,0,0,0,T20I # 1832
594,Sri Lanka Vs United Arab Emirates,Sri Lanka,7,Wanindu Hasaranga,out,2,3,3,0,0,66.66,T20I # 1832
595,Sri Lanka Vs United Arab Emirates,Sri Lanka,8,Chamika Karunaratne,out,8,11,22,1,0,72.72,T20I # 1832
596,Sri Lanka Vs United Arab Emirates,Sri Lanka,9,Pramod Madushan,not out,1,1,4,0,0,100,T20I # 1832
597,Sri Lanka Vs United Arab Emirates,Sri Lanka,10,Dushmantha Chameera,not out,1,1,2,0,0,100,T20I # 1832
598,Sri Lanka Vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem,out,2,4,13,0,0,50,T20I # 1832
599,Sri Lanka Vs United Arab Emirates,United Arab Emirates,2,Chirag Suri,out,14,19,31,3,0,73.68,T20I # 1832
600,Sri Lanka Vs United Arab Emirates,United Arab Emirates,3,Aryan Lakra,out,1,3,4,0,0,33.33,T20I # 1832
601,Sri Lanka Vs United Arab Emirates,United Arab Emirates,4,Chundangapoyil Rizwan (c),out,1,3,8,0,0,33.33,T20I # 1832
602,Sri Lanka Vs United Arab Emirates,United Arab Emirates,5,Vriitya Aravind †,out,9,18,26,1,0,50,T20I # 1832
603,Sri Lanka Vs United Arab Emirates,United Arab Emirates,6,Basil Hameed,out,2,6,14,0,0,33.33,T20I # 1832
604,Sri Lanka Vs United Arab Emirates,United Arab Emirates,7,Aayan Afzal Khan,out,19,21,33,1,0,90.47,T20I # 1832
605,Sri Lanka Vs United Arab Emirates,United Arab Emirates,8,Kashif Daud,out,0,4,8,0,0,0,T20I # 1832
606,Sri Lanka Vs United Arab Emirates,United Arab Emirates,9,Karthik Meiyappan,out,4,8,11,0,0,50,T20I # 1832
607,Sri Lanka Vs United Arab Emirates,United Arab Emirates,10,Junaid Siddique,out,18,16,22,1,1,112.5,T20I # 1832
608,Sri Lanka Vs United Arab Emirates,United Arab Emirates,11,Zahoor Khan,not out,1,1,15,0,0,100,T20I # 1832
609,Namibia Vs Netherlands,Namibia,1,Michael van Lingen,out,20,19,20,3,0,105.26,T20I # 1830
610,Namibia Vs Netherlands,Namibia,2,Divan la Cock,out,0,2,5,0,0,0,T20I # 1830
611,Namibia Vs Netherlands,Namibia,3,Stephan Baard,out,19,22,46,0,0,86.36,T20I # 1830
612,Namibia Vs Netherlands,Namibia,4,Jan Nicol Loftie-Eaton,out,0,2,3,0,0,0,T20I # 1830
613,Namibia Vs Netherlands,Namibia,5,Jan Frylinck,out,43,48,63,1,1,89.58,T20I # 1830
614,Namibia Vs Netherlands,Namibia,6,Gerhard Erasmus (c),out,16,18,37,0,0,88.88,T20I # 1830
615,Namibia Vs Netherlands,Namibia,7,David Wiese,not out,11,5,8,1,0,220,T20I # 1830
616,Namibia Vs Netherlands,Namibia,8,JJ Smit,not out,5,4,6,1,0,125,T20I # 1830
617,Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,out,35,35,59,1,1,100,T20I # 1830
618,Namibia Vs Netherlands,Netherlands,2,Vikramjit Singh,out,39,31,37,3,2,125.8,T20I # 1830
619,Namibia Vs Netherlands,Netherlands,3,Bas de Leede,not out,30,30,51,2,0,100,T20I # 1830
620,Namibia Vs Netherlands,Netherlands,4,Tom Cooper,out,6,6,7,1,0,100,T20I # 1830
621,Namibia Vs Netherlands,Netherlands,5,Colin Ackermann,out,0,2,2,0,0,0,T20I # 1830
622,Namibia Vs Netherlands,Netherlands,6,Scott Edwards (c)†,out,1,5,5,0,0,20,T20I # 1830
623,Namibia Vs Netherlands,Netherlands,7,Tim Pringle,not out,8,9,14,0,0,88.88,T20I # 1830
624,Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva †,out,0,2,3,0,0,0,T20I # 1828
625,Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine (c),out,9,12,28,1,0,75,T20I # 1828
626,Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere,out,22,19,22,4,0,115.78,T20I # 1828
627,Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams,out,12,11,24,0,1,109.09,T20I # 1828
628,Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza,out,82,48,72,5,5,170.83,T20I # 1828
629,Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba,out,16,14,26,1,0,114.28,T20I # 1828
630,Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl,out,1,4,9,0,0,25,T20I # 1828
631,Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,not out,20,10,14,3,0,200,T20I # 1828
632,Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,out,0,2,3,0,0,0,T20I # 1828
633,Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie (c),out,3,4,20,0,0,75,T20I # 1828
634,Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker †,out,11,11,10,2,0,100,T20I # 1828
635,Zimbabwe Vs Ireland,Ireland,4,Harry Tector,out,1,4,5,0,0,25,T20I # 1828
636,Zimbabwe Vs Ireland,Ireland,5,Curtis Campher,out,27,22,41,1,0,122.72,T20I # 1828
637,Zimbabwe Vs Ireland,Ireland,6,George Dockrell,out,24,20,25,3,0,120,T20I # 1828
638,Zimbabwe Vs Ireland,Ireland,7,Gareth Delany,out,24,20,23,1,1,120,T20I # 1828
639,Zimbabwe Vs Ireland,Ireland,8,Mark Adair,out,9,10,18,0,1,90,T20I # 1828
640,Zimbabwe Vs Ireland,Ireland,9,Simi Singh,out,0,1,1,0,0,0,T20I # 1828
641,Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy,not out,22,16,23,1,2,137.5,T20I # 1828
642,Zimbabwe Vs Ireland,Ireland,11,Josh Little,not out,7,11,17,1,0,63.63,T20I # 1828
643,Scotland Vs West Indies,Scotland,1,George Munsey,not out,66,53,106,9,0,124.52,T20I # 1826
644,Scotland Vs West Indies,Scotland,2,Michael Jones,out,20,17,36,3,0,117.64,T20I # 1826
645,Scotland Vs West Indies,Scotland,3,Matthew Cross †,out,3,5,10,0,0,60,T20I # 1826
646,Scotland Vs West Indies,Scotland,4,Richie Berrington (c),out,16,14,21,0,1,114.28,T20I # 1826
647,Scotland Vs West Indies,Scotland,5,Calum MacLeod,out,23,14,15,4,0,164.28,T20I # 1826
648,Scotland Vs West Indies,Scotland,6,Michael Leask,out,4,6,8,0,0,66.66,T20I # 1826
649,Scotland Vs West Indies,Scotland,7,Chris Greaves,not out,16,11,19,2,0,145.45,T20I # 1826
650,Scotland Vs West Indies,West Indies,1,Kyle Mayers,out,20,13,12,3,1,153.84,T20I # 1826
651,Scotland Vs West Indies,West Indies,2,Evin Lewis,out,14,13,30,1,1,107.69,T20I # 1826
652,Scotland Vs West Indies,West Indies,3,Brandon King,out,17,15,24,3,0,113.33,T20I # 1826
653,Scotland Vs West Indies,West Indies,4,Nicholas Pooran (c)†,out,5,9,14,0,0,55.55,T20I # 1826
654,Scotland Vs West Indies,West Indies,5,Shamarh Brooks,out,4,9,24,0,0,44.44,T20I # 1826
655,Scotland Vs West Indies,West Indies,6,Rovman Powell,out,5,6,12,0,0,83.33,T20I # 1826
656,Scotland Vs West Indies,West Indies,7,Jason Holder,out,38,33,37,4,1,115.15,T20I # 1826
657,Scotland Vs West Indies,West Indies,8,Akeal Hosein,out,1,1,4,0,0,100,T20I # 1826
658,Scotland Vs West Indies,West Indies,9,Alzarri Joseph,out,0,1,4,0,0,0,T20I # 1826
659,Scotland Vs West Indies,West Indies,10,Odean Smith,out,5,8,14,0,0,62.5,T20I # 1826
660,Scotland Vs West Indies,West Indies,11,Obed McCoy,not out,2,3,10,0,0,66.66,T20I # 1826
661,United Arab Emirates Vs Netherlands,United Arab Emirates,1,Chirag Suri,out,12,20,28,1,0,60,T20I # 1825
662,United Arab Emirates Vs Netherlands,United Arab Emirates,2,Muhammad Waseem,out,41,47,71,1,2,87.23,T20I # 1825
663,United Arab Emirates Vs Netherlands,United Arab Emirates,3,Kashif Daud,out,15,14,19,0,1,107.14,T20I # 1825
664,United Arab Emirates Vs Netherlands,United Arab Emirates,4,Vriitya Aravind †,out,18,21,37,0,0,85.71,T20I # 1825
665,United Arab Emirates Vs Netherlands,United Arab Emirates,5,Zawar Farid,out,2,4,8,0,0,50,T20I # 1825
666,United Arab Emirates Vs Netherlands,United Arab Emirates,6,Basil Hameed,out,4,4,7,1,0,100,T20I # 1825
667,United Arab Emirates Vs Netherlands,United Arab Emirates,7,Chundangapoyil Rizwan (c),out,1,2,7,0,0,50,T20I # 1825
668,United Arab Emirates Vs Netherlands,United Arab Emirates,8,Aayan Afzal Khan,out,5,7,8,0,0,71.42,T20I # 1825
669,United Arab Emirates Vs Netherlands,United Arab Emirates,9,Karthik Meiyappan,not out,0,0,4,0,0,-,T20I # 1825
670,United Arab Emirates Vs Netherlands,United Arab Emirates,10,Junaid Siddique,not out,0,1,1,0,0,0,T20I # 1825
671,United Arab Emirates Vs Netherlands,Netherlands,1,Vikramjit Singh,out,10,7,8,2,0,142.85,T20I # 1825
672,United Arab Emirates Vs Netherlands,Netherlands,2,Max O'Dowd,out,23,18,25,3,1,127.77,T20I # 1825
673,United Arab Emirates Vs Netherlands,Netherlands,3,Bas de Leede,out,14,18,37,1,0,77.77,T20I # 1825
674,United Arab Emirates Vs Netherlands,Netherlands,4,Colin Ackermann,out,17,19,33,1,0,89.47,T20I # 1825
675,United Arab Emirates Vs Netherlands,Netherlands,5,Tom Cooper,out,8,16,22,0,0,50,T20I # 1825
676,United Arab Emirates Vs Netherlands,Netherlands,6,Scott Edwards (c)†,not out,16,19,42,0,0,84.21,T20I # 1825
677,United Arab Emirates Vs Netherlands,Netherlands,7,Roelof van der Merwe,out,0,2,4,0,0,0,T20I # 1825
678,United Arab Emirates Vs Netherlands,Netherlands,8,Tim Pringle,out,15,16,26,0,0,93.75,T20I # 1825
679,United Arab Emirates Vs Netherlands,Netherlands,9,Logan van Beek,not out,4,4,7,0,0,100,T20I # 1825
680,Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,out,3,6,7,0,0,50,T20I # 1823
681,Namibia Vs Sri Lanka,Namibia,2,Divan la Cock,out,9,9,15,1,0,100,T20I # 1823
682,Namibia Vs Sri Lanka,Namibia,3,Jan Nicol Loftie-Eaton,out,20,12,18,1,2,166.66,T20I # 1823
683,Namibia Vs Sri Lanka,Namibia,4,Stephan Baard,out,26,24,49,2,0,108.33,T20I # 1823
684,Namibia Vs Sri Lanka,Namibia,5,Gerhard Erasmus (c),out,20,24,30,0,0,83.33,T20I # 1823
685,Namibia Vs Sri Lanka,Namibia,6,Jan Frylinck,out,44,28,44,4,0,157.14,T20I # 1823
686,Namibia Vs Sri Lanka,Namibia,7,David Wiese,out,0,1,4,0,0,0,T20I # 1823
687,Namibia Vs Sri Lanka,Namibia,8,JJ Smit,not out,31,16,29,2,2,193.75,T20I # 1823
688,Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,out,9,10,16,1,0,90,T20I # 1823
689,Namibia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis †,out,6,6,8,0,0,100,T20I # 1823
690,Namibia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,out,12,11,25,1,0,109.09,T20I # 1823
691,Namibia Vs Sri Lanka,Sri Lanka,4,Danushka Gunathilaka,out,0,1,2,0,0,0,T20I # 1823
692,Namibia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,out,20,21,39,2,0,95.23,T20I # 1823
693,Namibia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka (c),out,29,23,37,2,1,126.08,T20I # 1823
694,Namibia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga,out,4,8,9,0,0,50,T20I # 1823
695,Namibia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,out,5,8,15,0,0,62.5,T20I # 1823
696,Namibia Vs Sri Lanka,Sri Lanka,9,Pramod Madushan,out,0,0,4,0,0,-,T20I # 1823
697,Namibia Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,out,8,15,20,0,0,53.33,T20I # 1823
698,Namibia Vs Sri Lanka,Sri Lanka,11,Maheesh Theekshana,not out,11,11,14,0,1,100,T20I # 1823
